Age,Gender,Sleep Duration,Quality of Sleep,Physical Activity Level,Work Hours,Screen Time,Stress Level
46,Female,4.38,Poor,Moderate,12.0,10.0,High
29,Female,5.16,Poor,Moderate,10.94,10.0,High
34,Male,4.0,Poor,High,11.33,10.0,High
37,Female,4.89,Average,Moderate,8.12,7.23,Low
43,Female,7.19,Good,Low,8.16,6.81,Medium
36,Female,5.83,Good,High,8.8,7.7,Low
29,Male,6.7,Average,Moderate,9.99,9.47,High
38,Female,6.52,Average,Moderate,9.55,10.0,High
59,Female,6.54,Average,Low,8.63,8.72,High
51,Male,7.73,Good,Moderate,4.75,7.22,Low
24,Female,6.26,Good,Low,8.58,8.83,Medium
52,Female,7.59,Good,High,6.63,8.19,Low
32,Male,4.0,Poor,Moderate,11.49,10.0,High
18,Male,7.83,Good,Low,5.8,4.34,Low
43,Female,4.95,Poor,Moderate,10.36,10.0,High
52,Female,5.21,Poor,High,7.13,10.0,Medium
42,Female,5.65,Average,Low,7.69,7.83,Medium
59,Male,7.8,Good,Moderate,6.14,5.48,Low
32,Male,5.43,Average,Low,8.91,8.95,Medium
39,Female,5.71,Good,Moderate,9.76,8.3,High
23,Female,5.35,Good,Moderate,7.66,7.41,Medium
32,Female,6.81,Good,Moderate,7.42,7.32,Low
41,Female,7.39,Good,High,6.87,5.67,Low
38,Male,8.55,Good,Moderate,7.28,6.02,Low
24,Female,9.0,Good,Moderate,5.77,5.93,Low
46,Male,7.28,Good,Low,6.56,6.3,Low
49,Male,6.94,Poor,Moderate,6.77,7.59,Medium
49,Male,5.04,Poor,Moderate,9.3,8.92,High
22,Female,8.79,Good,Low,4.23,5.87,Low
21,Male,6.76,Good,Low,10.19,8.92,Medium
39,Male,6.15,Good,Low,8.84,6.98,Medium
35,Female,6.97,Average,High,6.93,5.29,Low
52,Female,5.74,Good,High,7.99,9.08,Medium
34,Male,4.0,Poor,Moderate,9.55,7.96,High
41,Female,7.19,Good,Moderate,8.26,6.83,Low
19,Male,8.11,Good,Low,4.91,7.36,Low
30,Female,7.17,Good,Low,7.62,6.74,Low
32,Male,6.49,Poor,Low,9.2,5.17,High
22,Male,6.52,Good,Low,7.78,7.78,Medium
20,Female,6.71,Average,Low,7.08,6.13,Low
54,Female,6.67,Average,Low,9.34,7.45,High
54,Female,6.43,Good,High,7.21,6.84,Low
54,Male,6.53,Average,Moderate,8.14,4.63,Low
20,Male,8.37,Good,Moderate,6.77,3.95,Low
52,Female,7.07,Poor,Low,7.21,6.36,Medium
40,Male,6.63,Good,Moderate,6.93,7.69,Low
45,Female,7.29,Good,Moderate,7.04,6.53,Low
47,Male,7.29,Average,High,8.12,7.22,Low
35,Male,7.64,Average,Low,6.49,6.54,Medium
53,Female,5.59,Good,Low,9.96,10.0,High
50,Female,5.92,Average,High,8.77,8.2,Medium
43,Male,5.52,Poor,Moderate,8.75,8.05,High
57,Male,7.42,Good,High,6.71,5.86,Low
34,Male,7.36,Average,High,7.92,6.96,Low
57,Male,4.97,Poor,Moderate,11.38,10.0,High
24,Female,6.97,Poor,Low,8.18,9.7,High
25,Female,8.15,Good,Moderate,5.69,6.34,Low
48,Female,6.22,Average,Moderate,10.09,7.84,High
29,Male,6.88,Average,Low,7.06,6.49,Medium
48,Male,7.38,Good,Moderate,9.69,10.0,Medium
36,Male,4.92,Poor,Moderate,9.89,9.04,High
27,Male,6.68,Good,Low,7.27,5.01,Low
56,Female,8.03,Good,Moderate,7.64,8.0,Low
29,Female,5.79,Average,Low,8.84,7.22,Medium
37,Female,7.5,Good,Moderate,8.03,5.9,Low
54,Male,6.53,Good,Low,8.58,8.13,Low
58,Female,5.69,Poor,Moderate,7.65,6.09,High
24,Female,6.38,Good,Low,8.54,9.2,High
31,Female,5.87,Good,Low,9.73,8.95,Medium
28,Female,5.43,Average,Moderate,9.71,10.0,High
24,Male,6.19,Good,Low,10.32,9.74,High
46,Male,6.58,Average,Moderate,8.79,7.41,Medium
27,Female,6.3,Average,Moderate,8.41,7.12,Medium
46,Female,6.18,Good,Moderate,9.07,7.81,Medium
26,Female,6.77,Average,Low,7.64,8.09,High
53,Female,7.14,Good,Moderate,8.29,5.64,Low
27,Female,5.13,Good,Low,10.3,9.62,High
36,Male,6.2,Poor,Moderate,7.31,5.74,Medium
48,Female,4.13,Good,Moderate,11.8,10.0,High
34,Female,6.31,Average,Low,11.37,10.0,High
26,Female,6.68,Good,High,8.98,9.26,Low
50,Male,7.18,Good,Moderate,5.38,5.88,Low
51,Male,6.68,Average,Low,7.81,5.07,Low
41,Male,7.16,Good,Low,6.3,6.44,Low
26,Male,6.58,Good,Low,8.07,8.24,Low
24,Male,5.69,Average,High,10.13,8.23,High
33,Female,5.16,Poor,Moderate,8.98,8.17,High
36,Female,6.18,Good,Low,11.08,10.0,High
56,Male,5.58,Poor,Moderate,5.96,6.34,Medium
23,Male,6.36,Good,Moderate,8.34,8.25,Medium
28,Male,5.91,Good,Moderate,9.55,9.47,Medium
29,Female,7.0,Average,Low,6.54,8.43,Medium
59,Male,6.56,Good,Low,7.13,5.74,Medium
30,Male,7.04,Good,High,8.87,10.0,Medium
29,Male,7.03,Good,Low,10.28,10.0,Medium
38,Female,6.28,Poor,Low,11.18,9.0,High
27,Male,6.36,Poor,Moderate,8.22,8.76,Medium
37,Female,7.1,Average,High,9.52,10.0,Medium
53,Female,9.0,Good,Moderate,5.92,8.3,Low
45,Female,5.31,Good,Low,10.79,6.98,High
41,Female,6.55,Good,Moderate,8.2,7.51,Medium
22,Female,5.07,Average,Moderate,8.57,7.24,Medium
54,Male,6.47,Good,Moderate,10.45,10.0,Medium
29,Female,5.69,Average,Moderate,11.55,10.0,High
52,Female,6.36,Good,Moderate,8.14,5.93,Medium
57,Female,6.69,Poor,Low,9.43,7.54,High
19,Male,5.91,Average,Low,8.92,5.88,Medium
58,Female,4.36,Good,Low,12.0,10.0,High
56,Female,8.21,Good,Low,5.0,5.07,Low
59,Female,7.51,Good,Low,7.28,7.79,Low
26,Male,6.34,Average,Moderate,6.92,9.55,High
39,Female,5.43,Average,Moderate,7.67,7.77,Medium
22,Female,6.6,Good,High,8.26,7.33,Medium
29,Female,6.93,Poor,Moderate,7.53,8.48,Medium
18,Female,7.42,Good,Low,6.37,5.93,Medium
39,Female,7.53,Average,Moderate,8.47,7.66,Low
55,Female,7.76,Average,Moderate,8.8,8.42,High
36,Female,4.41,Poor,Low,11.21,8.06,High
33,Male,6.13,Good,Low,6.62,6.17,Low
48,Male,7.69,Good,Low,7.72,6.21,Low
20,Male,5.39,Poor,Low,10.01,10.0,High
40,Female,7.96,Good,Moderate,6.03,4.68,Low
59,Male,8.67,Good,High,6.75,5.32,Low
35,Female,7.93,Good,Moderate,6.46,5.46,Low
43,Male,7.29,Good,Moderate,6.73,5.54,Low
30,Male,5.96,Average,Moderate,7.62,9.84,High
35,Female,6.84,Good,Moderate,9.16,10.0,Medium
20,Female,4.88,Average,Moderate,11.67,10.0,High
40,Female,5.56,Poor,High,9.27,7.88,High
20,Female,5.65,Good,Moderate,10.53,9.28,Medium
42,Female,6.57,Good,Moderate,10.26,10.0,High
44,Male,6.03,Average,Low,9.13,7.93,Medium
44,Female,6.81,Good,Moderate,8.1,6.06,Medium
56,Male,7.55,Good,Moderate,8.01,8.83,Low
42,Male,5.65,Average,Low,8.34,7.48,Medium
41,Female,6.68,Average,Moderate,8.98,8.03,Medium
25,Male,6.0,Good,Low,9.18,8.09,Medium
26,Male,6.73,Good,High,6.7,6.46,Low
54,Female,7.32,Good,Moderate,6.13,7.04,Low
47,Female,7.61,Good,Moderate,6.21,5.89,Low
36,Male,7.3,Good,Moderate,8.32,8.29,Low
33,Male,7.0,Average,Moderate,7.6,8.89,Medium
41,Male,4.8,Poor,Moderate,10.17,10.0,High
38,Female,5.2,Poor,Low,11.44,8.65,High
53,Female,5.51,Average,Moderate,10.02,10.0,High
57,Female,6.93,Poor,High,7.3,8.81,Medium
56,Male,4.95,Average,High,8.87,10.0,High
23,Female,6.91,Average,High,8.46,8.0,Medium
22,Female,6.82,Poor,Low,7.01,6.55,High
31,Male,4.18,Poor,Moderate,12.0,8.08,High
59,Male,5.19,Poor,Low,10.1,9.22,High
21,Male,7.75,Average,Moderate,7.41,9.86,Medium
25,Female,7.34,Good,Low,6.51,7.03,Medium
41,Female,5.48,Average,High,10.26,8.86,High
28,Female,5.26,Good,Moderate,11.09,10.0,High
34,Female,4.0,Average,Low,10.84,7.81,High
38,Female,8.27,Good,Moderate,7.84,7.08,Medium
43,Female,6.55,Good,High,7.96,8.79,Low
44,Female,8.76,Good,High,6.17,7.16,Low
33,Male,6.27,Average,Moderate,11.23,9.11,High
43,Female,6.84,Average,Low,7.71,10.0,Medium
50,Female,7.57,Good,Moderate,8.08,5.47,Low
48,Male,8.47,Good,Moderate,6.06,6.71,Low
23,Male,7.1,Average,Moderate,8.24,9.04,High
25,Male,6.5,Good,High,9.34,10.0,Medium
24,Male,6.53,Good,Moderate,7.39,7.36,Low
51,Female,5.24,Average,Low,8.91,9.39,High
31,Female,6.04,Average,Moderate,9.64,8.75,High
33,Male,6.56,Good,Low,8.63,10.0,High
26,Male,8.16,Good,Low,8.25,8.26,Medium
27,Female,5.98,Good,Low,9.34,10.0,High
34,Male,7.78,Good,High,9.45,6.88,Medium
29,Male,6.4,Poor,High,9.44,8.44,High
23,Female,7.99,Good,Moderate,9.26,9.29,Low
36,Male,7.31,Good,High,9.72,9.6,Medium
58,Female,7.23,Good,High,7.0,6.05,Low
46,Male,7.67,Average,Low,9.11,5.59,Low
23,Female,7.5,Good,High,8.63,5.4,Low
42,Male,7.78,Good,Low,8.26,6.36,Low
41,Female,9.0,Good,High,7.42,10.0,Low
42,Female,8.44,Good,Moderate,6.19,2.0,Low
33,Male,7.06,Average,Low,8.33,7.58,Medium
33,Male,5.97,Good,Low,8.53,7.53,Medium
23,Male,6.94,Average,Low,10.83,9.64,High
54,Male,4.19,Poor,Moderate,9.91,8.81,High
38,Male,7.49,Average,Moderate,5.98,4.72,Low
21,Female,5.23,Poor,Low,8.79,9.68,High
51,Female,7.85,Good,High,7.08,4.51,Low
45,Female,8.88,Good,Moderate,6.05,9.04,Low
55,Female,4.76,Average,Moderate,11.31,10.0,High
58,Male,6.44,Good,Low,8.6,6.65,Medium
45,Female,5.22,Good,Moderate,9.19,7.4,High
34,Female,4.43,Poor,Low,11.15,10.0,High
31,Female,6.37,Good,Low,10.03,7.01,Medium
24,Male,7.26,Good,High,7.99,7.67,Low
39,Male,7.41,Average,High,8.63,7.99,Low
18,Female,6.68,Good,Low,8.42,7.81,Low
46,Male,4.5,Poor,Low,10.19,9.95,High
48,Female,6.65,Average,Moderate,9.19,9.4,High
47,Male,4.71,Good,Low,10.56,10.0,High
32,Male,4.79,Average,Moderate,11.42,10.0,High
35,Male,5.3,Average,Low,11.55,10.0,High
52,Female,7.76,Good,Low,7.1,6.22,Low
47,Male,7.15,Average,Low,8.63,6.34,High
51,Female,6.89,Average,Low,9.39,8.67,High
59,Male,5.46,Average,High,10.03,9.61,High
28,Female,6.03,Average,High,9.58,6.05,Low
44,Female,4.86,Poor,Moderate,10.31,9.88,High
41,Female,8.14,Good,Moderate,7.17,5.71,Low
52,Female,9.0,Good,High,6.63,5.29,Low
56,Female,7.17,Good,Moderate,7.1,7.2,Low
25,Female,7.38,Good,Low,5.58,2.76,Low
35,Male,6.31,Average,High,8.58,10.0,Medium
30,Female,4.56,Average,Moderate,10.24,10.0,High
41,Male,5.49,Average,High,11.45,8.23,High
40,Female,5.94,Good,Low,9.42,8.31,Medium
29,Female,6.04,Good,High,9.63,8.97,Medium
47,Male,5.76,Poor,High,8.75,7.0,Medium
48,Female,6.56,Good,Low,7.72,6.66,Medium
45,Male,5.48,Average,Low,8.52,7.78,High
39,Female,9.0,Good,Low,4.49,5.13,Low
45,Male,4.86,Good,Low,11.01,9.51,High
30,Male,7.56,Good,Low,7.81,7.55,Low
42,Female,6.19,Good,Moderate,10.58,9.97,High
24,Male,7.06,Good,Low,8.6,7.52,Medium
23,Male,7.11,Average,Low,8.18,8.38,Medium
41,Female,6.69,Average,Moderate,5.93,7.91,Low
36,Female,5.14,Average,Moderate,12.0,10.0,High
36,Female,6.1,Poor,Moderate,8.95,10.0,High
53,Male,6.7,Average,Moderate,5.8,3.96,Low
26,Male,6.63,Average,Low,8.64,7.17,Medium
53,Male,5.27,Poor,Moderate,8.76,8.68,High
55,Female,8.05,Good,Moderate,5.93,6.51,Low
57,Female,4.0,Average,Low,11.32,9.34,High
46,Male,6.2,Average,Low,8.1,8.59,Medium
41,Female,5.39,Average,Moderate,10.84,9.9,High
22,Female,6.72,Average,Low,8.14,9.46,Medium
59,Female,7.72,Average,High,7.76,5.84,Low
43,Female,4.81,Poor,High,10.87,9.69,High
31,Female,9.0,Good,High,6.3,5.74,Low
56,Male,6.74,Average,Low,8.52,9.25,Medium
46,Male,6.96,Average,Low,8.21,8.57,Medium
23,Female,4.77,Poor,Low,12.0,9.68,High
24,Female,6.44,Good,Moderate,9.57,10.0,Medium
54,Male,7.67,Good,Low,6.5,6.52,Medium
35,Male,6.75,Good,Moderate,6.92,4.98,Low
40,Male,6.67,Good,Moderate,7.38,6.79,Low
55,Male,6.44,Average,Moderate,9.07,10.0,High
18,Male,4.85,Poor,Moderate,8.82,7.89,High
21,Female,4.84,Good,Moderate,9.38,8.92,High
52,Male,7.9,Good,Moderate,5.49,6.27,Low
40,Male,7.56,Good,High,8.56,7.93,Medium
44,Male,7.74,Good,Low,8.06,9.94,Medium
43,Male,5.51,Average,Low,10.54,10.0,High
25,Female,6.31,Good,High,8.12,8.66,Medium
33,Female,7.98,Good,Moderate,4.91,5.03,Low
58,Male,5.03,Poor,Moderate,8.97,9.32,High
20,Male,7.86,Good,Moderate,5.52,5.4,Low
49,Female,5.8,Good,Moderate,7.57,7.94,Medium
22,Male,5.47,Average,Moderate,10.89,10.0,High
37,Male,6.46,Average,Moderate,8.24,10.0,Medium
31,Female,5.16,Poor,Low,10.19,8.96,High
49,Female,4.22,Poor,Low,12.0,10.0,High
43,Male,6.59,Average,Low,7.19,5.39,Low
23,Male,7.14,Good,Moderate,8.6,7.66,Low
53,Female,7.96,Good,Moderate,5.3,2.37,Low
57,Female,7.23,Good,Moderate,8.07,9.02,Medium
22,Female,8.86,Good,Moderate,7.42,6.07,Low
30,Male,8.13,Good,Moderate,5.5,5.71,Low
49,Male,7.39,Average,Moderate,8.6,7.34,High
33,Male,7.06,Good,Moderate,8.21,9.29,Medium
18,Female,7.98,Good,Low,6.47,8.58,Low
30,Male,4.0,Poor,Moderate,9.56,10.0,High
28,Female,5.92,Poor,Moderate,9.37,6.64,Medium
25,Male,4.27,Poor,Low,11.32,10.0,High
42,Female,7.3,Good,Low,7.32,5.82,Low
57,Male,5.61,Poor,Moderate,8.21,7.97,Medium
49,Female,9.0,Average,Moderate,6.91,8.28,Low
41,Female,5.88,Average,Low,10.54,8.99,Medium
45,Female,6.63,Average,Moderate,9.51,8.99,High
31,Female,6.02,Poor,Moderate,10.89,8.69,High
20,Male,5.91,Average,Moderate,8.31,9.45,Medium
53,Female,5.0,Good,Moderate,8.3,7.48,High
44,Male,4.96,Poor,Low,10.53,8.57,High
37,Male,4.0,Poor,Low,10.52,9.87,High
32,Female,7.15,Poor,Low,9.04,9.71,High
44,Female,5.99,Average,Low,7.77,5.35,Medium
58,Male,8.82,Good,Low,5.02,6.2,Low
45,Male,5.01,Average,Moderate,10.07,8.3,High
42,Male,8.27,Good,Low,6.94,7.86,Low
59,Male,8.39,Good,Low,7.42,6.42,Low
50,Male,8.03,Average,Low,6.85,5.5,Low
31,Male,6.78,Good,Low,5.92,5.08,Medium
25,Male,6.09,Average,High,12.0,10.0,Medium
31,Female,8.03,Good,Moderate,7.01,7.71,Low
18,Male,5.55,Poor,High,12.0,9.46,High
33,Male,6.82,Average,Moderate,8.03,7.7,Medium
35,Female,6.45,Average,Moderate,7.29,6.14,Low
24,Male,5.43,Good,Moderate,9.19,7.87,Medium
32,Male,6.83,Average,Moderate,9.49,7.9,High
41,Female,7.39,Good,Moderate,8.35,6.78,Low
30,Male,5.38,Poor,Low,9.99,7.16,High
26,Male,7.05,Average,Moderate,7.88,7.41,Medium
32,Female,4.0,Poor,High,11.16,10.0,High
52,Female,5.24,Good,Moderate,9.58,8.83,High
41,Male,5.95,Average,Low,10.49,8.9,High
50,Female,6.93,Average,Low,9.17,9.63,High
33,Female,7.54,Average,Moderate,6.33,5.69,Medium
25,Male,6.6,Average,Low,6.63,6.93,Medium
46,Female,7.18,Average,Moderate,6.35,4.11,Low
40,Female,6.31,Good,Moderate,8.26,7.78,Low
48,Male,6.99,Poor,Low,8.28,7.3,Medium
57,Male,6.92,Poor,Low,8.01,4.81,Medium
31,Female,5.89,Average,Low,9.87,8.24,Medium
47,Female,6.07,Good,Moderate,8.91,4.71,Low
56,Male,7.22,Average,High,9.69,7.9,Medium
44,Male,8.67,Good,High,6.94,7.6,Low
33,Female,7.95,Good,Moderate,7.07,5.59,Low
23,Male,5.15,Poor,Low,8.04,6.56,Medium
50,Male,5.15,Poor,Moderate,10.27,6.91,High
35,Female,5.86,Average,Low,9.74,9.25,High
33,Female,6.62,Good,Low,7.52,6.6,Low
29,Male,6.56,Poor,Moderate,7.05,6.87,Medium
37,Male,7.99,Good,Moderate,8.32,9.55,Low
57,Female,8.05,Average,High,5.79,4.55,Low
46,Male,6.51,Average,Moderate,8.69,9.98,Medium
47,Female,6.23,Average,Low,8.81,7.78,High
43,Male,7.12,Good,Moderate,8.42,9.47,Medium
39,Male,7.78,Good,Low,6.07,6.08,Low
50,Male,7.16,Good,Moderate,7.7,4.94,Low
56,Female,5.98,Good,Moderate,7.86,5.64,Medium
46,Female,5.77,Poor,Low,9.32,8.13,High
39,Male,5.17,Poor,Moderate,10.43,6.81,High
30,Male,6.73,Good,Low,9.34,9.33,Medium
26,Female,7.25,Average,Low,9.54,9.91,Medium
41,Female,7.38,Good,Low,7.3,4.89,Low
32,Male,7.88,Good,High,6.78,6.32,Low
53,Female,8.28,Average,Moderate,8.25,7.64,Medium
30,Female,4.85,Good,High,10.84,10.0,High
44,Male,6.99,Good,Low,9.49,9.26,Medium
54,Male,7.03,Good,High,10.31,8.6,Low
24,Female,6.41,Good,High,7.58,5.18,Low
25,Female,5.51,Average,Moderate,10.46,9.32,High
54,Male,8.23,Good,High,6.05,6.04,Low
58,Female,5.79,Average,High,11.09,8.53,Medium
31,Male,4.0,Average,Moderate,9.57,10.0,High
29,Male,6.52,Average,Moderate,9.58,8.97,Medium
53,Female,6.21,Average,Moderate,8.13,6.72,Medium
57,Male,8.73,Good,Moderate,6.94,6.02,Low
34,Male,7.09,Good,Low,9.43,9.85,High
57,Male,6.13,Good,Moderate,8.1,9.45,Medium
46,Male,6.26,Good,High,6.98,7.81,Low
44,Male,6.25,Average,Moderate,8.44,9.43,Medium
18,Female,9.0,Good,Moderate,5.54,4.02,Low
51,Male,7.31,Average,Low,6.15,6.24,Medium
21,Male,4.81,Good,Moderate,7.78,5.72,High
41,Male,6.21,Poor,Low,10.25,10.0,High
38,Female,6.47,Good,Moderate,10.32,10.0,Medium
50,Male,5.17,Poor,Low,9.11,6.89,High
24,Male,4.36,Average,Moderate,10.29,8.3,High
18,Male,7.21,Good,Low,8.76,6.69,Medium
58,Male,5.53,Average,Low,10.46,9.66,Medium
20,Female,8.0,Average,Low,9.13,8.24,Medium
32,Female,6.51,Good,Moderate,9.24,8.53,Medium
48,Male,5.93,Average,Moderate,7.84,7.0,Medium
33,Female,4.0,Poor,Moderate,11.95,10.0,High
27,Female,7.97,Good,Moderate,6.19,7.77,Low
46,Female,6.85,Average,Moderate,8.07,7.43,Medium
23,Male,5.96,Poor,Moderate,10.38,6.97,Medium
46,Male,5.43,Average,Low,8.48,5.39,Medium
34,Male,8.42,Good,Low,6.49,4.12,Low
39,Male,5.22,Poor,Moderate,8.31,8.47,High
41,Male,6.06,Average,Moderate,7.75,7.18,High
34,Male,7.18,Average,Moderate,7.16,8.86,Low
38,Female,8.24,Good,Low,8.72,9.18,Low
28,Female,6.24,Average,Moderate,8.8,4.82,Low
24,Female,5.62,Average,Low,12.0,9.17,High
59,Female,6.37,Good,Low,9.78,6.33,Medium
56,Female,7.59,Good,High,8.59,7.41,Low
22,Male,7.86,Good,Moderate,5.83,6.55,Low
38,Male,4.85,Good,Moderate,9.97,9.09,High
35,Female,6.64,Good,Moderate,6.99,6.87,Low
52,Male,4.78,Average,High,9.85,7.13,Medium
37,Male,7.56,Poor,Low,6.89,10.0,High
32,Male,7.01,Average,Low,7.94,7.79,Medium
22,Male,5.39,Average,High,10.6,10.0,High
30,Male,8.34,Average,Moderate,6.35,7.67,Low
29,Female,6.9,Poor,High,9.11,9.29,Medium
38,Female,6.77,Good,Moderate,6.47,7.44,Low
54,Female,6.29,Poor,Moderate,9.25,7.64,High
23,Male,6.49,Good,Moderate,7.99,6.71,Medium
24,Male,6.04,Average,Low,9.26,8.33,High
43,Male,5.61,Poor,Low,10.43,9.06,High
59,Male,7.97,Good,Low,5.3,2.03,Low
25,Female,5.91,Average,High,10.85,9.57,High
26,Male,5.87,Good,High,8.9,9.09,Low
44,Female,6.34,Good,Low,10.89,7.67,Medium
21,Female,8.21,Good,High,6.88,5.21,Low
38,Female,7.86,Good,Low,8.73,8.21,Low
48,Female,6.03,Average,High,9.04,8.94,Medium
38,Male,7.97,Good,Moderate,7.35,6.89,Medium
57,Male,6.63,Good,High,8.51,8.48,Medium
42,Female,5.49,Poor,High,9.25,8.67,High
56,Male,5.93,Average,Low,8.76,7.56,Medium
32,Male,8.15,Good,Moderate,7.12,6.93,Low
52,Male,9.0,Good,Low,6.66,6.62,Low
58,Female,6.88,Good,Low,8.4,7.91,Medium
54,Female,5.82,Poor,Moderate,9.8,8.64,High
59,Female,6.35,Average,Moderate,6.83,7.29,Medium
45,Female,5.59,Average,Moderate,10.49,10.0,High
31,Female,5.76,Poor,Low,8.35,8.5,High
21,Female,5.64,Average,Low,7.38,3.7,Low
37,Female,6.4,Good,Low,10.82,7.49,Medium
51,Male,6.64,Average,Low,10.05,9.92,High
29,Female,6.32,Average,Moderate,8.67,6.85,Medium
50,Male,6.23,Good,Moderate,10.05,10.0,High
41,Female,7.41,Good,Moderate,7.19,4.82,Low
37,Male,6.22,Good,Low,8.22,8.99,Medium
22,Male,6.3,Good,Moderate,7.99,6.28,Low
55,Male,6.29,Average,Moderate,7.94,9.24,Medium
47,Male,8.35,Good,Moderate,6.34,5.33,Low
41,Female,5.91,Average,High,8.23,6.31,Low
57,Female,7.22,Average,Moderate,4.36,5.17,Low
24,Female,5.6,Average,Moderate,9.18,6.23,Medium
53,Female,6.92,Average,Moderate,6.92,5.42,Low
55,Female,7.16,Good,Moderate,8.2,9.04,Low
33,Female,7.8,Average,High,6.91,9.01,Low
32,Female,6.04,Good,Low,9.72,8.46,High
40,Female,5.16,Average,Low,9.86,8.16,High
29,Female,5.56,Average,Moderate,7.92,5.26,Medium
46,Female,7.66,Good,Moderate,5.82,7.03,Low
32,Female,9.0,Good,Low,4.51,4.49,Low
46,Male,7.5,Good,Low,6.46,4.71,Low
38,Male,4.99,Poor,Low,9.17,8.84,High
32,Male,7.46,Good,Low,8.64,6.07,Medium
31,Male,5.37,Poor,Moderate,9.85,9.12,High
59,Male,6.08,Average,High,6.69,6.09,Low
33,Female,6.72,Average,High,7.23,7.35,Medium
32,Female,6.93,Average,High,8.03,5.44,Low
59,Male,6.58,Good,High,7.21,7.34,Low
21,Female,5.78,Average,Low,9.32,5.86,Medium
44,Male,7.77,Good,Low,6.22,6.76,Low
40,Female,5.87,Good,Low,8.97,8.14,Medium
46,Female,8.01,Good,Low,6.31,3.61,Low
58,Male,4.87,Poor,Low,10.26,9.16,High
26,Male,6.76,Good,High,9.97,10.0,Low
24,Male,5.03,Good,Low,11.04,9.06,High
59,Female,5.5,Average,Moderate,8.2,5.79,Low
21,Male,5.88,Average,Low,12.0,9.76,High
22,Female,8.32,Good,Moderate,8.1,4.27,Low
22,Female,8.07,Average,Low,6.11,6.75,Low
28,Female,7.55,Good,Moderate,6.41,7.61,Medium
58,Female,6.54,Average,High,8.87,7.51,Medium
45,Male,6.73,Average,Low,9.12,8.0,Medium
33,Male,8.02,Good,Low,9.1,10.0,Medium
58,Male,7.34,Good,Moderate,8.27,10.0,Medium
47,Male,6.52,Good,Low,7.68,8.47,Low
21,Female,8.28,Good,Low,6.11,4.76,Low
19,Male,7.48,Average,Moderate,8.27,9.64,High
20,Male,6.79,Average,Moderate,6.6,7.55,Medium
38,Male,5.95,Average,Moderate,10.84,9.94,High
23,Male,5.84,Good,Moderate,8.51,8.42,Medium
35,Female,6.1,Poor,High,10.05,10.0,High
22,Female,7.05,Good,Moderate,9.39,5.78,Medium
26,Female,7.5,Average,High,11.17,9.59,High
37,Female,4.77,Average,Low,9.86,7.19,High
45,Male,4.16,Average,Low,10.51,9.97,High
43,Female,5.36,Average,Low,9.24,7.24,High
35,Male,6.01,Good,Moderate,9.2,10.0,High
36,Male,7.94,Average,Low,6.29,7.53,Low
20,Male,6.16,Average,Moderate,10.29,7.46,High
26,Male,6.81,Poor,Moderate,9.4,10.0,High
53,Female,7.0,Good,Low,7.69,6.77,Low
48,Female,5.27,Average,Moderate,8.88,8.35,Medium
34,Male,8.25,Good,Low,6.23,6.15,Low
40,Female,5.7,Good,High,8.74,5.38,Low
51,Female,8.37,Good,Low,7.22,6.15,Low
58,Male,6.35,Good,Low,8.88,6.52,Medium
58,Male,6.09,Average,Moderate,9.9,5.31,Medium
22,Female,5.17,Average,High,11.61,9.33,High
32,Male,6.74,Good,High,8.62,7.64,Low
20,Female,9.0,Good,Low,6.71,4.49,Low
36,Male,7.0,Average,Low,10.95,10.0,High
45,Male,6.82,Average,Moderate,8.86,8.76,Medium
20,Male,5.7,Average,Low,8.71,8.25,High
55,Male,7.21,Good,Moderate,7.71,8.17,Medium
21,Female,6.69,Average,Moderate,6.31,7.24,Medium
41,Female,6.42,Average,Moderate,9.23,8.86,Medium
48,Female,7.09,Average,Moderate,7.25,9.39,High
28,Female,4.32,Average,Moderate,9.61,5.58,Medium
54,Male,6.38,Good,Moderate,7.58,8.1,Low
18,Male,5.06,Poor,Moderate,11.31,9.36,High
26,Female,6.53,Good,Moderate,8.16,9.81,Medium
34,Female,5.63,Poor,Low,10.29,9.76,High
18,Female,5.71,Poor,Low,9.75,8.65,High
20,Female,4.9,Poor,Low,10.34,10.0,High
43,Female,7.84,Good,Low,6.7,6.42,Medium
48,Male,5.69,Good,High,9.9,9.56,Medium
43,Female,5.75,Good,High,8.74,7.17,Medium
40,Female,8.34,Good,Low,6.85,6.99,Low
47,Male,7.18,Good,Moderate,9.15,10.0,Medium
27,Male,4.06,Poor,Moderate,12.0,10.0,High
25,Female,8.16,Good,Low,6.32,7.06,Medium
42,Female,8.48,Good,Low,6.97,4.82,Low
39,Female,8.37,Good,Low,7.33,10.0,Medium
32,Male,7.3,Average,Moderate,7.98,5.75,Low
58,Female,5.18,Average,High,10.74,9.62,High
27,Female,6.44,Poor,Moderate,9.49,9.34,High
37,Male,4.76,Average,Low,12.0,10.0,High
58,Male,5.46,Good,Low,12.0,9.34,High
40,Male,5.17,Poor,Moderate,9.63,9.75,High
18,Male,5.75,Average,Moderate,11.24,8.03,High
19,Female,6.7,Good,Low,8.83,10.0,Medium
36,Male,5.97,Average,Low,8.82,6.25,Medium
31,Male,5.91,Average,High,9.82,8.1,High
25,Male,6.15,Average,Low,8.57,8.86,Medium
55,Female,8.3,Good,Moderate,6.65,6.4,Low
29,Male,9.0,Good,Moderate,4.68,7.55,Low
